"","Var.1","Date","Town","State.Province","Latitude","Longitude","Number","Image"
"38163",2799,"04/28/20","Brooke-Alvinston","ON",42.8,-81.9,1,NA
"38164",2800,"04/28/20","Shawnee","KS",39,-94.7,2,NA
"38165",2801,"04/28/20","Bagley","WI",42.9,-91.1,1,NA
"38166",2802,"04/28/20","Westminster","MD",39.7,-76.9,1,NA
"38167",2803,"04/28/20","Saint Louis","MO",38.7,-90.5,1,NA
"38168",2804,"04/28/20","Coatesville","PA",40,-75.8,1,NA
"38169",2805,"04/28/20","Pearland","TX",29.5,-95.4,2,NA
"38170",2806,"04/28/20","Joppa","MD",39.4,-76.4,1,NA
"38171",2807,"04/28/20","De Witt","NE",40.4,-96.9,1,NA
"38172",2808,"04/28/20","Springfield","MO",37.2,-93.3,1,NA
"38173",2809,"04/28/20","Englishtown","NJ",40.3,-74.3,1,NA
"38174",2810,"04/28/20","Palmyra","NJ",40,-75,1,NA
"38175",2811,"04/28/20","Middletown","DE",39.5,-75.6,1,NA
"38176",2812,"04/28/20","Point Pleasant Beach","NJ",40.1,-74.1,1,NA
"38177",2813,"04/28/20","Lebanon","OH",39.5,-84.3,1,NA
"38178",2814,"04/28/20","Cedar Rapids","IA",42,-91.7,1,NA
"38179",2815,"04/28/20","Overland Park","KS",38.9,-94.7,1,NA
"38180",2816,"04/28/20","Munster","IN",41.5,-87.5,1,NA
"38181",2817,"04/28/20","Spring Lake","MI",43.1,-86.2,1,NA
"38182",2818,"04/28/20","Plainfield","IN",39.7,-86.4,1,NA
"38183",2819,"04/28/20","Brady","NE",41,-100.4,1,NA
"38184",2820,"04/28/20","Olathe","KS",38.8,-94.8,1,NA
"38185",2821,"04/28/20","Howell","NJ",40.1,-74.2,1,NA
"38186",2822,"04/28/20","Eatontown","NJ",40.3,-74.1,1,NA
"38187",2823,"04/28/20","Point Pleasant Beach","NJ",40.1,-74.1,1,NA
"38188",2824,"04/28/20","Oak Creek","WI",42.9,-87.9,1,NA
"38189",2825,"04/28/20","Coin","IA",40.7,-95.2,1,NA
"38190",2826,"04/28/20","Connellsville","PA",40,-79.6,1,NA
"38191",2827,"04/28/20","Lebanon","OH",39.5,-84.3,1,NA
"38192",2828,"04/28/20","Dubuque","IA",42.5,-90.8,1,NA
"38193",2829,"04/28/20","Springville","IA",42.1,-91.5,1,NA
"38194",2830,"04/28/20","Solon","IA",41.8,-91.5,1,NA
"38195",2831,"04/28/20","Boyertown","PA",40.3,-75.6,1,NA
"38196",2832,"04/28/20","Pemberville","OH",41.4,-83.5,1,NA
"38197",2833,"04/28/20","Ann Arbor","MI",42.3,-83.6,1,NA
"38198",2834,"04/28/20","Washington Crossing","PA",40.3,-74.9,1,NA
"38199",2835,"04/28/20","Bethel","CT",41.4,-73.4,1,NA
"38200",2836,"04/28/20","Cresco","PA",41.1,-75.3,1,NA
"38201",2837,"04/28/20","Stevensville","MI",42,-86.5,1,NA
"38202",2838,"04/28/20","Grosse Pointe","MI",42.4,-82.9,1,NA
"38203",2839,"04/28/20","Milford","OH",39.2,-84.3,1,NA
"38204",2840,"04/28/20","Collinsville","IL",38.7,-89.9,2,NA
"38205",2841,"04/28/20","Davenport","IA",41.6,-90.6,1,NA
"38206",2842,"04/28/20","Fredericktown","OH",40.5,-82.5,1,NA
"38207",2843,"04/28/20","Mazomanie","WI",43.2,-89.8,1,NA
"38208",2844,"04/28/20","Saint Louis","MO",38.6,-90.3,1,NA
"38209",2845,"04/28/20","Atchison","KS",39.6,-95.1,1,NA
"38210",2846,"04/28/20","Holtwood","PA",39.8,-76.3,1,NA
"38211",2847,"04/28/20","Mount Vernon","IA",41.9,-91.4,1,NA
"38212",2848,"04/28/20","Hampton Bays","NY",40.9,-72.5,1,NA
"38213",2849,"04/28/20","Clinton","IN",39.7,-87.4,1,NA
"38214",2850,"04/28/20","Nashville","MI",42.6,-85.2,1,NA
"38215",2851,"04/28/20","Lewisburg","OH",39.9,-84.5,1,NA
"38216",2852,"04/28/20","Clifton Park","NY",42.8,-73.8,1,NA
"38217",2853,"04/28/20","Batavia","OH",39.1,-84.2,1,NA
"38218",2854,"04/28/20","Sharpsburg","MD",39.5,-77.7,8,NA
"38219",2855,"04/28/20","Dubuque","IA",42.6,-90.7,1,NA
"38220",2856,"04/28/20","West Chester","OH",39.4,-84.4,1,NA
"38221",2857,"04/28/20","Vincentown","NJ",39.8,-74.8,3,NA
"38222",2858,"04/28/20","Newcomerstown","OH",40.3,-81.7,1,NA
"38223",2859,"04/28/20","Barrington","IL",42.2,-88.1,1,NA
"38224",2860,"04/28/20","Riverside","CT",41,-73.6,1,NA
"38225",2861,"04/28/20","Lanesboro","MN",43.7,-92,1,NA
"38226",2862,"04/28/20","Conneautville","PA",41.8,-80.4,1,NA
"38227",2863,"04/28/20","New Prague","MN",44.5,-93.6,3,NA
"38228",2864,"04/28/20","Town of Hamilton","WI",44,-91.1,1,NA
"38229",2865,"04/28/20","Fort Wayne","IN",41.1,-85.1,1,NA
"38230",2866,"04/28/20","Pound Ridge","NY",41.2,-73.6,1,NA
"38231",2867,"04/28/20","Oakland","NJ",41,-74.2,1,NA
"38232",2868,"04/28/20","Sewell","NJ",39.8,-75.1,1,NA
"38233",2869,"04/28/20","Council Bluffs","IA",41.2,-95.8,1,NA
"38234",2870,"04/28/20","Evansville","WI",42.8,-89.3,1,NA
"38235",2871,"04/28/20","Quinton","VA",37.5,-77.1,1,NA
"38236",2872,"04/28/20","Murray","KY",36.6,-88.3,1,NA
"38237",2873,"04/28/20","Round Hill","VA",39.1,-77.8,1,NA
"38238",2874,"04/28/20","Nottingham","PA",39.7,-76,1,NA
"38239",2875,"04/28/20","Roswell","GA",34,-84.4,1,NA
"38240",2876,"04/28/20","Foley","MO",39,-90.8,1,NA
"38241",2877,"04/28/20","Chillicothe","IL",40.9,-89.5,1,NA
"38242",2878,"04/28/20","Saint Louis","MO",38.6,-90.3,1,NA
"38243",2879,"04/28/20","Elverson","PA",40.2,-75.8,1,NA
"38244",2880,"04/28/20","Philadelphia","PA",40.1,-75.2,1,NA
"38245",2881,"04/28/20","Ellington","CT",41.9,-72.5,1,NA
"38246",2882,"04/28/20","Swannanoa","NC",35.6,-82.4,1,NA
"38247",2883,"04/28/20","Media","PA",39.9,-75.4,3,NA
"38248",2884,"04/28/20","Middleton","WI",43.1,-89.5,1,NA
"38249",2885,"04/28/20","Franklin","WV",38.7,-79.3,1,NA
"38250",2886,"04/28/20","Pleasantville","OH",39.8,-82.5,1,NA
"38251",2887,"04/28/20","Millstadt","IL",38.5,-90.1,1,NA
"38252",2888,"04/28/20","Joliet","IL",41.5,-88.1,1,NA
"38253",2889,"04/28/20","Little Compton","RI",41.5,-71.1,1,NA
"38254",2890,"04/28/20","Winston Salem","NC",36.1,-80.3,1,NA
"38255",2891,"04/28/20","Dunlap","TN",35.4,-85.4,2,NA
"38256",2892,"04/28/20","Logan","OH",39.5,-82.4,1,NA
"38257",2893,"04/28/20","New Hartford","IA",42.6,-92.7,1,NA
"38258",2894,"04/28/20","Butler","KY",38.8,-84.4,1,NA
"38259",2895,"04/28/20","Meadow Bridge","WV",37.8,-80.8,1,NA
"38260",2896,"04/28/20","O Fallon","IL",38.6,-89.9,1,NA
"38261",2897,"04/28/20","River Forest","IL",41.9,-87.8,1,NA
"38262",2898,"04/28/20","Clemmons","NC",36.1,-80.4,1,NA
"38263",2899,"04/28/20","Sherrard","IL",41.3,-90.5,1,NA
"38264",2900,"04/28/20","Mission","KS",39,-94.7,1,NA
"38265",2901,"04/28/20","Grand River","IA",40.8,-94,2,NA
"38266",2902,"04/28/20","Concord","MA",42.4,-71.4,1,NA
"38267",2903,"04/28/20","Pemberton","NJ",40,-74.7,2,NA
"38268",2904,"04/28/20","Oxford","OH",39.5,-84.7,1,NA
"38269",2905,"04/28/20","Omaha","NE",41.2,-96.1,1,NA
"38270",2906,"04/28/20","Disputanta","VA",37.1,-77.2,1,NA
"38271",2907,"04/28/20","Purcellville","VA",39.3,-77.7,1,NA
"38272",2908,"04/27/20","Scenery Hill","PA",40.1,-80.1,1,NA
"38273",2909,"04/27/20","Louisville","KY",38.1,-85.6,1,NA
"38274",2910,"04/27/20","Milford","OH",39.2,-84.3,1,NA
"38275",2911,"04/27/20","Leavenworth","KS",39.2,-94.9,1,NA
"38276",2912,"04/27/20","Clinton","IN",39.7,-87.5,1,NA
"38277",2913,"04/27/20","Millmont","PA",40.8,-77.3,1,NA
"38278",2914,"04/27/20","Bishopville","MD",38.4,-75.1,2,NA
"38279",2915,"04/27/20","Strasburg","VA",39,-78.3,2,NA
"38280",2916,"04/27/20","Edmond","OK",35.7,-97.5,1,NA
"38281",2917,"04/27/20","Bethesda","MD",39,-77.2,1,NA
"38282",2918,"04/27/20","Artemas","PA",39.7,-78.5,1,NA
"38283",2919,"04/27/20","Bozrah","CT",41.5,-72.2,1,NA
"38284",2920,"04/27/20","Alton","IL",38.9,-90.2,1,NA
"38285",2921,"04/27/20","Elkhorn","NE",41.3,-96.3,1,NA
"38286",2922,"04/27/20","Harpers Ferry","WV",39.2,-77.8,1,NA
"38287",2923,"04/27/20","Williamsburg","VA",37.3,-76.8,1,NA
"38288",2924,"04/27/20","Jarratt","VA",36.8,-77.6,1,NA
"38289",2925,"04/27/20","Saint Charles","MO",38.8,-90.5,1,NA
"38290",2926,"04/27/20","Great Cacapon","WV",39.6,-78.3,1,NA
"38291",2927,"04/27/20","Toms River","NJ",40,-74.2,1,NA
"38292",2928,"04/27/20","Wakefield","RI",41.4,-71.5,1,NA
"38293",2929,"04/27/20","Hopewell Junction","NY",41.6,-73.8,1,NA
"38294",2930,"04/27/20","Franklinville","NJ",39.6,-75.1,1,NA
"38295",2931,"04/27/20","Overland Park","KS",39,-94.7,1,NA
"38296",2932,"04/27/20","Hamilton","IL",40.4,-91.3,1,NA
"38297",2933,"04/27/20","Beavertown","PA",40.8,-77.2,1,NA
"38298",2934,"04/27/20","Benld","IL",39.1,-89.8,1,NA
"38299",2935,"04/27/20","North Easton","MA",42.1,-71.1,1,NA
"38300",2936,"04/27/20","Manteno","IL",41.3,-87.8,1,NA
"38301",2937,"04/27/20","South Easton","MA",42,-71.1,1,NA
"38302",2938,"04/27/20","Washington","MO",38.6,-91,2,NA
"38303",2939,"04/27/20","Louisville","KY",38.1,-85.8,2,NA
"38304",2940,"04/27/20","Foristell","MO",38.8,-91,1,NA
"38305",2941,"04/27/20","Crescent","IA",41.4,-95.9,1,NA
"38306",2942,"04/27/20","Quakertown","PA",40.5,-75.3,1,NA
"38307",2943,"04/27/20","Leawood","KS",39,-94.6,1,NA
"38308",2944,"04/27/20","Saint Clairsville","OH",40.1,-80.9,1,NA
"38309",2945,"04/27/20","Clarksville","IN",38.3,-85.8,1,NA
"38310",2946,"04/27/20","Lincoln","NE",40.7,-96.7,1,NA
"38311",2947,"04/27/20","Bridgeport","OH",40.1,-80.7,1,NA
"38312",2948,"04/27/20","Kirksville","MO",40.2,-92.6,1,NA
"38313",2949,"04/27/20","Front Royal","VA",39,-78.2,1,NA
"38314",2950,"04/27/20","Northampton","PA",40.7,-75.5,1,NA
"38315",2951,"04/27/20","Altura","MN",44.2,-91.9,1,NA
"38316",2952,"04/27/20","Northville","MI",42.4,-83.5,1,NA
"38317",2953,"04/27/20","Overland Park","KS",38.9,-94.7,1,NA
"38318",2954,"04/27/20","Saint Peters","MO",38.8,-90.7,1,NA
"38319",2955,"04/27/20","Wilmore","KY",37.8,-84.7,1,NA
"38320",2956,"04/27/20","West Chester","OH",39.3,-84.4,1,NA
"38321",2957,"04/27/20","Springboro","OH",39.6,-84.2,2,NA
"38322",2958,"04/27/20","Bracebridge","ON",45,-79.3,1,NA
"38323",2959,"04/27/20","Coal Valley","IL",41.4,-90.5,1,NA
"38324",2960,"04/27/20","Louisburg","KS",38.6,-94.7,1,NA
"38325",2961,"04/27/20","Dover","DE",39.1,-75.5,1,NA
"38326",2962,"04/27/20","Middletown","OH",39.4,-84.4,1,NA
"38327",2963,"04/27/20","Fort Dodge","IA",42.5,-94.2,1,NA
"38328",2964,"04/27/20","Pittsburgh","PA",40.5,-79.9,1,NA
"38329",2965,"04/27/20","Bedford","IN",38.8,-86.4,1,NA
"38330",2966,"04/27/20","Cookeville","TN",36.2,-85.5,1,NA
"38331",2967,"04/27/20","Georgetown","IL",40,-87.7,1,NA
"38332",2968,"04/27/20","North Liberty","IA",41.8,-91.6,1,NA
"38333",2969,"04/27/20","East Haddam","CT",41.5,-72.4,1,NA
"38334",2970,"04/27/20","Foley","MO",39,-90.8,1,NA
"38335",2971,"04/27/20","Wrightsville","PA",40,-76.5,2,NA
"38336",2972,"04/27/20","Pisgah Forest","NC",35.3,-82.7,2,NA
"38337",2973,"04/27/20","Wildwood","MO",38.6,-90.6,1,NA
"38338",2974,"04/27/20","Columbia","MO",39,-92.4,1,NA
"38339",2975,"04/27/20","Reston","VA",39,-77.3,1,NA
"38340",2976,"04/27/20","Southern Pines","NC",35.2,-79.4,1,NA
"38341",2977,"04/27/20","Perry Twp","PA",39.8,-80.1,1,NA
"38342",2978,"04/27/20","Annapolis","MD",38.9,-76.5,1,NA
"38343",2979,"04/27/20","Lexington","VA",37.9,-79.6,1,NA
"38344",2980,"04/27/20","Crosby","MN",46.6,-94,1,NA
"38345",2981,"04/27/20","Blanchester","OH",39.3,-84.1,1,NA
"38346",2982,"04/27/20","Bellevue","NE",41.2,-95.9,3,NA
"38347",2983,"04/27/20","Harwich","MA",41.7,-70,1,NA
"38348",2984,"04/27/20","Hannibal","MO",39.7,-91.4,1,NA
"38349",2985,"04/27/20","Marlborough","CT",41.6,-72.4,1,NA
"38350",2986,"04/27/20","Manteno","IL",41.3,-87.8,1,NA
"38351",2987,"04/27/20","Milford","DE",38.9,-75.4,2,NA
"38352",2988,"04/27/20","Hayes","VA",37.3,-76.5,1,NA
"38353",2989,"04/27/20","Edwardsville","IL",38.8,-90,2,NA
"38354",2990,"04/27/20","Milford","OH",39.2,-84.3,1,NA
"38355",2991,"04/27/20","Fayetteville","AR",36.1,-94.2,1,NA
"38356",2992,"04/27/20","Lutherville Timonium","MD",39.5,-76.7,1,NA
"38357",2993,"04/27/20","Monmouth Junction","NJ",40.4,-74.5,2,NA
"38358",2994,"04/27/20","Topeka","KS",39,-95.7,3,NA
"38359",2995,"04/27/20","East Haddam","CT",41.5,-72.4,1,NA
"38360",2996,"04/27/20","Kingwood","TX",30.1,-95.2,4,NA
"38361",2997,"04/27/20","Tonganoxie","KS",39.1,-95.1,3,NA
"38362",2998,"04/26/20","Rowlett","TX",32.9,-96.5,1,NA
"38363",2999,"04/26/20","Deep River","CT",41.4,-72.4,1,NA
"38364",3000,"04/26/20","Alexandria","KY",39,-84.4,1,NA
"38365",3001,"04/26/20","Mount Morris","IL",42,-89.4,1,NA
"38366",3002,"04/26/20","Lenexa","KS",39,-94.9,1,NA
"38367",3003,"04/26/20","North Smithfield","RI",42,-71.5,1,NA
"38368",3004,"04/26/20","Pekin","IL",40.6,-89.6,1,NA
"38369",3005,"04/26/20","Pennsburg","PA",40.4,-75.5,1,NA
"38370",3006,"04/26/20","Bethel","OH",39,-84.1,1,NA
"38371",3007,"04/26/20","Easton","PA",40.7,-75.3,1,NA
"38372",3008,"04/26/20","Birmingham Twp","PA",39.9,-75.6,1,NA
"38373",3009,"04/26/20","Moorestown","NJ",40,-74.9,1,NA
"38374",3010,"04/26/20","Sedalia","MO",38.7,-93.2,1,NA
"38375",3011,"04/26/20","Acushnet","MA",41.7,-70.9,1,NA
"38376",3012,"04/26/20","Patterson","NY",41.5,-73.6,1,NA
"38377",3013,"04/26/20","Farmington","PA",39.8,-79.6,1,NA
"38378",3014,"04/26/20","Blue Springs","MO",39,-94.3,1,NA
"38379",3015,"04/26/20","Lansdale","PA",40.2,-75.3,1,NA
"38380",3016,"04/26/20","Dillonvale","OH",40.2,-80.8,3,NA
"38381",3017,"04/26/20","Pembroke","MA",42.1,-70.8,1,NA
"38382",3018,"04/26/20","West Chester","PA",40,-75.6,1,NA
"38383",3019,"04/26/20","Orland Park","IL",41.6,-87.9,1,NA
"38384",3020,"04/26/20","Mount Holly Springs","PA",40.1,-77.2,1,NA
"38385",3021,"04/26/20","Cincinnati","OH",39.2,-84.5,1,NA
"38386",3022,"04/26/20","Halifax","PA",40.5,-76.8,1,NA
"38387",3023,"04/26/20","Donnellson","IA",40.7,-91.7,1,NA
"38388",3024,"04/26/20","Banner Elk","NC",36.2,-81.8,2,NA
"38389",3025,"04/26/20","Strong City","KS",38.4,-96.5,1,NA
"38390",3026,"04/26/20","Leawood","KS",38.9,-94.6,1,NA
"38391",3027,"04/26/20","Frederick","MD",39.5,-77.4,2,NA
"38392",3028,"04/26/20","Saint Robert","MO",37.8,-92.1,1,NA
"38393",3029,"04/26/20","Pittsburg","KS",37.4,-94.7,1,NA
"38394",3030,"04/26/20","Bellevue","NE",41.2,-95.9,1,NA
"38395",3031,"04/26/20","Stewartstown","PA",39.8,-76.6,1,NA
"38396",3032,"04/26/20","West Chester","OH",39.3,-84.4,1,NA
"38397",3033,"04/26/20","Augusta","KS",37.7,-97,1,NA
"38398",3034,"04/26/20","Stoutland","MO",37.8,-92.5,1,NA
"38399",3035,"04/26/20","Moberly","MO",39.4,-92.4,1,NA
"38400",3036,"04/26/20","Omaha","NE",41.2,-95.9,1,NA
"38401",3037,"04/26/20","Kirksville","MO",40.2,-92.6,1,NA
"38402",3038,"04/26/20","Tulsa","OK",36.1,-95.9,1,NA
"38403",3039,"04/26/20","Hesston","KS",38.2,-97.5,1,NA
"38404",3040,"04/26/20","Snow Hill","MD",38.2,-75.4,1,NA
"38405",3041,"04/26/20","Des Moines","IA",41.6,-93.7,1,NA
"38406",3042,"04/26/20","Mexico","MO",39.2,-91.8,1,NA
"38407",3043,"04/26/20","Saint Marys","PA",41.5,-78.6,1,NA
"38408",3044,"04/26/20","Lincoln University","PA",39.8,-75.9,1,NA
"38409",3045,"04/26/20","Bloomfield","IN",39,-86.8,1,NA
"38410",3046,"04/26/20","West Townsend","MA",42.7,-71.8,1,NA
"38411",3047,"04/26/20","Foristell","MO",38.8,-91,2,NA
"38412",3048,"04/26/20","Morrisville","PA",40.2,-74.8,1,NA
"38413",3049,"04/26/20","Newburgh","IN",37.9,-87.4,1,NA
"38414",3050,"04/26/20","Strong City","KS",38.4,-96.5,1,NA
"38415",3051,"04/26/20","Hillsborough","NC",36.1,-79.1,1,NA
"38416",3052,"04/26/20","Crete","NE",40.6,-96.8,2,NA
"38417",3053,"04/26/20","Kirksville","MO",40.2,-92.6,1,NA
"38418",3054,"04/26/20","Hampton","VA",37.1,-76.4,1,NA
"38419",3055,"04/26/20","Fredericksburg","VA",38.2,-77.5,1,NA
"38420",3056,"04/26/20","Fredericksburg","VA",38.3,-77.5,1,NA
"38421",3057,"04/26/20","Haymarket","VA",38.8,-77.6,4,NA
"38422",3058,"04/26/20","Hillsboro","IL",39.1,-89.6,1,NA
"38423",3059,"04/26/20","Coldwater","MS",34.7,-90,4,NA
"38424",3060,"04/26/20","Columbia","KY",37.3,-85.1,2,NA
"38425",3061,"04/26/20","Buffalo Junction","VA",36.6,-78.6,1,NA
"38426",3062,"04/26/20","Langhorne","PA",40.2,-74.9,1,NA
"38427",3063,"04/26/20","Midlothian","VA",37.5,-77.7,1,NA
"38428",3064,"04/26/20","Mercersburg","PA",39.8,-77.9,1,NA
"38429",3065,"04/26/20","Clarksville","MD",39.2,-76.9,1,NA
"38430",3066,"04/26/20","Knoxville","TN",35.9,-84.2,1,NA
"38431",3067,"04/26/20","North Stonington","CT",41.4,-71.9,1,NA
"38432",3068,"04/26/20","Saint Louis","MO",38.7,-90.4,1,NA
"38433",3069,"04/26/20","Eatontown","NJ",40.3,-74.1,1,NA
"38434",3070,"04/26/20","Connellsville","PA",40,-79.6,1,NA
"38435",3071,"04/25/20","Swiftwater","PA",41.1,-75.3,1,NA
"38436",3072,"04/25/20","Shawnee","KS",39,-94.7,1,NA
"38437",3073,"04/25/20","Matthews","NC",35.2,-80.7,1,NA
"38438",3074,"04/25/20","Waterford","CT",41.4,-72.1,1,NA
"38439",3075,"04/25/20","Carlisle","PA",40.2,-77.2,1,NA
"38440",3076,"04/25/20","Sykesville","MD",39.3,-77,1,NA
"38441",3077,"04/25/20","Maiden Rock","WI",44.6,-92.4,1,NA
"38442",3078,"04/25/20","Martinsville","IN",39.4,-86.4,1,NA
"38443",3079,"04/25/20","Marmora","NJ",39.3,-74.6,1,NA
"38444",3080,"04/25/20","Spencer","IN",39.3,-86.8,1,NA
"38445",3081,"04/25/20","Fountain City","IN",40,-84.9,1,NA
"38446",3082,"04/25/20","Colchester","CT",41.6,-72.3,1,NA
"38447",3083,"04/25/20","Hamilton","IN",41.5,-84.9,1,NA
"38448",3084,"04/25/20","Chatham","MA",41.7,-70,1,NA
"38449",3085,"04/25/20","Shenandoah","VA",38.5,-78.6,1,NA
"38450",3086,"04/25/20","Hamburg","PA",40.6,-76,1,NA
"38451",3087,"04/25/20","Newfoundland","NJ",41,-74.5,2,NA
"38452",3088,"04/25/20","Manhattan","KS",39.2,-96.5,1,NA
"38453",3089,"04/25/20","Garden City","MO",38.5,-94.2,1,NA
"38454",3090,"04/25/20","Old Lyme","CT",41.3,-72.3,1,NA
"38455",3091,"04/25/20","Lansing","KS",39.2,-94.9,1,NA
"38456",3092,"04/25/20","Heath","OH",40,-82.5,1,NA
"38457",3093,"04/25/20","Eureka","MO",38.5,-90.6,1,NA
"38458",3094,"04/25/20","Goldsboro","NC",35.4,-78,1,NA
"38459",3095,"04/25/20","Barrington","RI",41.8,-71.3,2,NA
"38460",3096,"04/25/20","Strasburg","VA",39,-78.3,2,NA
"38461",3097,"04/25/20","Avon","CT",41.8,-72.8,1,NA
"38462",3098,"04/25/20","Indian Head","MD",38.6,-77.1,1,NA
"38463",3099,"04/25/20","Chatham","MA",41.7,-70,1,NA
"38464",3100,"04/25/20","Ligonier","PA",40.2,-79.2,1,NA
"38465",3101,"04/25/20","Kansas City","MO",39,-94.5,2,NA
"38466",3102,"04/25/20","Lenexa","KS",39,-94.7,1,NA
"38467",3103,"04/25/20","Independence","MO",39.1,-94.4,1,NA
"38468",3104,"04/25/20","Lebanon","OH",39.5,-84.3,1,NA
"38469",3105,"04/25/20","Fairfax","VA",38.8,-77.3,1,NA
"38470",3106,"04/25/20","Smithville","MO",39.4,-94.6,2,NA
"38471",3107,"04/25/20","Landisburg","PA",40.3,-77.3,2,NA
"38472",3108,"04/25/20","Warrensburg","MO",38.8,-93.7,1,NA
"38473",3109,"04/25/20","Cleveland","TN",35.1,-84.8,2,NA
"38474",3110,"04/25/20","Buena","NJ",39.5,-74.9,1,NA
"38475",3111,"04/25/20","Cleveland","TN",35.1,-84.8,2,NA
"38476",3112,"04/25/20","Snow Hill","MD",38.2,-75.4,1,NA
"38477",3113,"04/25/20","Broken Arrow","OK",36,-95.8,1,NA
"38478",3114,"04/25/20","Fairfield","OH",39.3,-84.6,1,NA
"38479",3115,"04/25/20","Maidsville","WV",39.7,-80.1,1,NA
"38480",3116,"04/25/20","Milford Center","OH",40.2,-83.4,1,NA
"38481",3117,"04/25/20","Lenexa","KS",39,-94.8,1,NA
"38482",3118,"04/25/20","Stevens","PA",40.2,-76.2,1,NA
"38483",3119,"04/25/20","Hillsboro","OH",39.2,-83.5,1,NA
"38484",3120,"04/25/20","Topeka","KS",39,-95.7,1,NA
"38485",3121,"04/25/20","Weaverville","NC",35.7,-82.5,1,NA
"38486",3122,"04/25/20","Danville","IL",40.2,-87.6,2,NA
"38487",3123,"04/25/20","Kingston","MA",42,-70.7,1,NA
"38488",3124,"04/25/20","Hesston","KS",38.1,-97.5,1,NA
"38489",3125,"04/25/20","Annapolis","MD",38.9,-76.5,1,NA
"38490",3126,"04/25/20","Birdseye","IN",38.4,-86.7,4,NA
"38491",3127,"04/24/20","Rockwood","TN",35.9,-84.7,1,NA
"38492",3128,"04/24/20","Highland","MD",39.2,-77,1,NA
"38493",3129,"04/24/20","Rehoboth Beach","DE",38.7,-75.1,1,NA
"38494",3130,"04/24/20","Culpeper","VA",38.4,-78,1,NA
"38495",3131,"04/24/20","Hagerstown","MD",39.6,-77.7,1,NA
"38496",3132,"04/24/20","Brick","NJ",40.1,-74.1,1,NA
"38497",3133,"04/24/20","Moberly","MO",39.4,-92.4,1,NA
"38498",3134,"04/24/20","Topeka","KS",39,-95.8,1,NA
"38499",3135,"04/24/20","Mcpherson","KS",38.4,-97.7,1,NA
"38500",3136,"04/24/20","Chestertown","MD",39.3,-76.2,1,NA
"38501",3137,"04/24/20","Ohiopyle","PA",39.9,-79.5,1,NA
"38502",3138,"04/24/20","Fredericksburg","VA",38.3,-77.5,1,NA
"38503",3139,"04/24/20","Floyd","VA",36.8,-80.4,1,NA
"38504",3140,"04/24/20","North Newton","KS",38.1,-97.3,1,NA
"38505",3141,"04/24/20","Council Bluffs","IA",41.3,-95.8,1,NA
"38506",3142,"04/24/20","Mattoon","IL",39.4,-88.4,2,NA
"38507",3143,"04/24/20","Oakland","IA",41.3,-95.4,1,NA
"38508",3144,"04/24/20","Polk City","IA",41.8,-93.7,2,NA
"38509",3145,"04/24/20","Shelburn","IN",39.2,-87.3,1,NA
"38510",3146,"04/24/20","Woodbridge","VA",38.6,-77.3,1,NA
"38511",3147,"04/24/20","Toms River","NJ",40,-74.1,1,NA
"38512",3148,"04/24/20","Neodesha","KS",37.4,-95.7,1,NA
"38513",3149,"04/24/20","Franklin","TN",36,-86.9,1,NA
"38514",3150,"04/24/20","Bel Air","MD",39.6,-76.3,2,NA
"38515",3151,"04/24/20","Foristell","MO",38.8,-91,2,NA
"38516",3152,"04/24/20","Charlottesville","VA",38.1,-78.6,1,NA
"38517",3153,"04/24/20","Lawrenceville","IL",38.7,-87.5,1,NA
"38518",3154,"04/24/20","Bloomington","IN",39.1,-86.6,1,NA
"38519",3155,"04/24/20","Rolla","MO",37.8,-91.7,1,NA
"38520",3156,"04/24/20","Columbia City","IN",41.3,-85.6,2,NA
"38521",3157,"04/24/20","Swoope","VA",38.1,-79.2,1,NA
"38522",3158,"04/24/20","Manassas","VA",38.7,-77.5,1,NA
"38523",3159,"04/24/20","West Chester","OH",39.3,-84.4,1,NA
"38524",3160,"04/24/20","Atlanta","GA",33.9,-84.4,1,NA
"38525",3161,"04/24/20","Kahoka","MO",40.4,-91.7,1,NA
"38526",3162,"04/24/20","Smyrna","DE",39.3,-75.6,1,NA
"38527",3163,"04/24/20","Crown City","OH",38.6,-82.2,1,NA
"38528",3164,"04/24/20","Owasso","OK",36.3,-95.8,2,NA
"38529",3165,"04/23/20","Creal Springs","IL",37.6,-88.8,2,NA
"38530",3166,"04/23/20","Dover","DE",39.2,-75.5,1,NA
"38531",3167,"04/23/20","Acushnet","MA",41.7,-70.9,1,NA
"38532",3168,"04/23/20","Kansas City","MO",38.9,-94.6,1,NA
"38533",3169,"04/23/20","Dover","DE",39.2,-75.6,1,NA
"38534",3170,"04/23/20","Marlton","NJ",39.9,-74.9,1,NA
"38535",3171,"04/23/20","Kansas City","MO",39.2,-94.6,1,NA
"38536",3172,"04/23/20","Vincentown","NJ",39.8,-74.8,1,NA
"38537",3173,"04/23/20","Wilmington","DE",39.8,-75.6,1,NA
"38538",3174,"04/23/20","Accident","MD",39.6,-79.3,1,NA
"38539",3175,"04/23/20","Cumberland","OH",39.9,-81.7,2,NA
"38540",3176,"04/23/20","Flatonia","TX",29.7,-97.1,1,NA
"38541",3177,"04/23/20","Wilmington","DE",39.7,-75.6,1,NA
"38542",3178,"04/23/20","Asheville","NC",35.6,-82.6,1,NA
"38543",3179,"04/23/20","Hale","MO",39.6,-93.4,1,NA
